BEGIN BLOCK
cb6dece13fdf9d07870af9cf3cee3beefd4bb33f 520623
d206ee24ff0eb6c94ee0956f98cd4a97254861e7 834874
c121224fc721ba6891cd3c9c53edd2fc018efa86 62368
23af8ef314f59f152ce82b48c8c46299aee8d34a 503542
d8fd7cad7ac520029d18afec88bd54cf97fa79aa 79446
b2abb0ffd7bea23a8dd1885a9935ff26a87ad6fb 116835
7be783bda1bcd98b321dba47d25aa6d8a5d860ee 134950
faafd00ddbccf5ff8f49a1a1ad26c00fba63df7b 696737
6eccd5612b39a8edaad8edaca9a43d1f5e6f03f9 565241
2b7f6d0b9cd9c119d2fead1cfbbce39e45e8ead6 799959
4bdcd685fd074be0e1e05de3b2c8bba2abf506e6 465673
06db02dca06b5a602552a363ec5b5dae538daf0f 634146
ee9fee45b7a60b9fcfebf5cecaab936ffb907899 402041
949c7bfed53e05ef7c3b3abbcb2a575b9bb6de3e 651113
e7fc8b01d81fbf1df44c421ceb25dd94a719ebdd 515024
53cb1a41d6b8347daa7bb4fa0b7bec33375f1f46 131679
e3aab473dbcd5ba8143a2d8b2f1f492d312f5a8a 846833
6b0e67f96d5bbe1f96ebdeecde7965de07bcfcb7 351211
8aec32492de3b7c4a79f8fb76c4f50bb3af2d43e 735027
66583585edc3ab4ee71ecf08591b0d3d044fb58a 476138
c5efc5fdf21be48393bb7bb5cfaffb07524abaf3 127097
c0c6407d7dc6befee5aea8f96d6b0f27a16004de 433664
cf85de7136faabb6ed1beb2acc03fcdc64fd1538 184990
674e1ccfc3b067ffde83c601af1e2ec0cc1bfd9a 744566
7d0eb597bab05dcabecab6e8149c2f04dcd0eb79 807716
5af56d33fab7beac409dadc9dcb8dcfd0faff78b 318770
fdcabadcea1bfb9d17cbcd6a5f6af8e19f1f0fad 481663
bdae7257ac5ecc6cecdde0fbeb23f6ccae23fd2a 488880
b545b7dcb9b6dfd8ce12a8cf7666b17d2f52af68 440310
ff2ee0bde07d29cac5aefd02aedb54675e5334cc 808765
a48719da86baa5e0b0b9a553b2eef9bee15fb3d0 415986
ecf751ae0cebedfc3cea3eae64d63f0e9c662f8e 698692
c8e97afbb4e08c78909cd9384f03c2bac65e5a82 800336
e3e4bcccdc7d24a490c7aed0e037bf2defdee8bc 637470
f797aaea3cf66a142d74adff6065dbcdfeeb1a2b 342149
a49fb9c33cfaecff0ff2a7badac742df2089b5ac 565234
08dc42a1a0e2c11ce13fdabccfa9ddc5fb6d8c2a 134188
6fdb7eef60ac6684ba5df03ba7ff7b1d3dccfeee 865124
9a96dcc6b74c95b15ef763005d9b0a32e5ffcbfd 26199
abefe97cff0e35a5cdee785bf59d5bca42f4bc8f 875167
d3bb8aeee254f8fddb890dee79cbf14d885bafcd 820444
05dba8aa11f1f613af4ff75fdcc5b9195480f5cc 450626
c975aa6dfbab19909b37bfdb8af5d06dd72ef54a 964663
f9ab5aeabb2f8c80e80698bb5dd6ee83ebb6cc96 277708
c9842ea07ad80dc431dd0aa111bf0cddb9cbcd5a 861719
40a9bca41f5b52e9cf3f440aeacb86bc8e30870f 979445
3abbaff6a0f9efa36cfd9ba1f81e46a5b93ee82f 629585
ef74f315ca1c246334fc2da6eb8beb4deae2b74a 928865
dc146efc9b8d05db3dbf94b3c0122baf8be8cfe3 575188
c919d1ed96b97500d25ae21cb49e5aa8952fcb54 696126
9f4b270adee9dc7bebe9d0e5bd404a4f82e0bd1c 830237
173d0f9fd8fe16a4cedfdffa60c24c1640ba5c42 641051
1f48eef5cfaedbc7eccf5d9c2d09acfc2dff63dd 959287
9e011edc563e65bc3b77b0e9c1dd4a05e2af2d3d 665992
86c3dbb314c82c91ca07ae86fdb9a89c9a30f146 816625
6ec9edab196e45b2e2b61a56cd28f7dbfdde41aa 141891
cf84e04200fc560effac0ebfa287c949a291f3b9 18019
6ad58da7fbdbe2c4172bceaeafcbbee0bb0eb19e 509754
b11dc2bd5b031bac17f6d5ca276fded4385e292f 543503
END BLOCK

