BEGIN BLOCK
50c333da0db1b9b982fe0f9934e93d2deb54ac04 413040
1d3e1ffdc2efb8fceba4a849de55dab9eaedaac4 797543
aa46cdae000f8c13f1fed40b634beddf1a41ae9d 221631
657acee19cbf0dfa6d1196eacef4bdaa2c0e44c8 497261
e279bf0b58d954da4a33d14b8651c0aadccb93b0 958484
478e7a8a74f4b86cbaf04bcbed51ce241321ef47 967155
eac53497675ae293bbe74aca14eabf5ba2b103b0 141951
bb9ba973198b9cde6f1a8a0312c0afb9b04ed0ac 264746
1ddb2eb0d6cabb7cf0e7ef7eabc1ab9e1bc9ffde 42977
ccf0e0ea08620abce8beccdce2fcc1724f30dedb 549278
829abff1ae073eef3f54b90cece3ee5aeefbd13e 722612
7fea14da41951fc03624dbd5faa06a6abb4a43bb 647314
79adcbf86b4c42efb6f8fa1eb107fcc0e2f0f879 484841
163a2cad69fd54f30f1eb7a9e3afcb7f7faf5a4a 171963
1ab2b8efb2fbd39faf02c7e7fefcd773c78bbcce 295122
fd3e5650abfeb8c9d3bad3bece16b0adae118672 390275
1795b1c7d1b469d8be2b0bf1a8a04a955da764cd 160596
d86e561ee97f7c52edaa09f8dd7c9d32deb2dd62 188200
a2ddb08dfc6876e9009edeb5b3ed9fcbdd71a54b 140797
44b8eb64ba3aecb1acaa07fbec5b3b33ddaedac2 592838
204d854dc98faefd1a8e19d197fe86212b8c8ddc 988515
e1f516d4470abeade5eabdcf69e1bca5cbf9cf99 489310
7dfeae0dfc9a908d81ea91781ecbb4fdc5b532ec 324155
aedbedafe7de2e3cbcb09e1d4bbeca4bf2c71c0c 628528
bbbacbbf59f8cfedebe0be0126cce2cc37e31a79 336218
d2fccfcdbd3bebe1fdc8b5da2b35ac5f666f0fa5 534775
c57cbb7a3cf4ef6896df28b5cc7dea3ba4d9d055 960908
63eaf2bd155c2ec02cfa100cafcbfef3f2bc355b 156426
cbbddb1bb8ff126cf977ddefedd58db746a0e0bb 796450
ee2d51b1dda49bc3becbfba9ebc0cdfe8c6bbc0f 286089
234857cb0d1e32ea9ccdeb7457d1d5baeb29effe 24901
b419e69f8a9af2f3b91c39136bb0a67d5e1f5e0f 338357
3aeaf7b75e27f4e2e4e2a2abfe04aa1aed585c83 358007
f7ddbcdba81ee0f6c6e87624bfbdb19ae2b315e2 960495
0bdd4a4fc67ff5e61f62bc965eeb5f058f90201f 292476
533a1f7e9caa3f9ac7dabeb1ecaf80f8b3e39be1 864922
39e36fad5fcd84d10d6ecd22d89648201b1dcc79 84159
f3c38a4f0f38fe9bb5d0ecc786d681debee05762 627560
636d2e1c99e7f206495d5c305dacc8a6020d01b6 996628
5eeaeeaaf115dcffd3ee736d21e60ba2ba5e5aee 968189
ac3b08b450601eb2d8f2319bcd456c7fc27fe3aa 126971
b1d0dcffcedab34eeb1ceb76ae9419d6c1dcc4ad 882849
1ae67faa4f94d856b11f12f83bb96fe06d6999e4 508354
42bc0a4c6f8e4a163ffe2e9ccda3deaf26eb0cbf 487302
a5cfdf9b2defc6b83ffdbae54625c0fb1a0fbfff 761584
dcecf9eebd81d752cc09e5c2dfdca2f56eea375a 851174
534cf760ca513f3eacd6bcc2ccbaa8d8eabe2be3 774502
a391a161b9cea62fb5fc945116d1cfd6adc10e5e 578772
END BLOCK

