BEGIN BLOCK
5f9ea3907deaefffbdfc855bfcab6fb1f327c2aa 188089
cd5aee216c05b232588b1aecaedbad38afc999a9 637521
685ad61a047ff4cee0ffbab4bacaaa1a998dece8 298850
2ab80edfc7fd0dd9df266a8f73dc33571a9f318c 883866
40cf6f9bcc7d6edebf6ec400b57d7a5c348f111a 212267
db58d2b26d92ef85ce15d585a7cccadd3bae26b2 533473
bd2e1efb8f5993ed4ffead5ef7a4ddb945bb688f 783365
304d1b57d541b6fbccec45d83037fec2be8c1ae4 114420
b3b687fcec911fd3b4fe5152f3539de6dcc8cdf7 692766
ff87db2b53e0cbd3e2e1f8dab6725f0ab7ed437b 208587
6e3e866a703a9fa39e0b4abfffccf353c68e4d9e 945086
07dcab36ecbece6ba0cafa6a4d125bea15813b73 273657
c679d8b7b1536b821b9ae75f3f2fb7bc2e0b1863 479972
4e8fcd1ba08857f2acbf3cbcaf279ae22eccaca4 762969
eccfe6cfabad27fcbbdbbbcaae6c51efeb09b8e4 70917
cde1d5bac52c1c0adf7a3d5a01baba5c5da9ca47 951452
68bb82876ebf6cbd0cf3b3710fc7e4c4bad48d8b 584888
4a90d9f79aeaebd05a6fe1a7cfcbb520a1bbfffa 861961
dacc62a7c5ca90baa8eefacd12fc08bf9d8b9c28 847745
f20afd5bebb7caecc9d85d6aa95fbf6308eae618 512422
5ac4832c2c7cdfdeb9ea3ada31d4ecefabc3fc24 214519
117fffbbfb20efa848e148ecaf2ae9ade5cfd382 709729
cecfbe5e6ddab467c882df092bbe58cff6169495 193624
7d4d40d2d7bfce77ecfbcebcbed0f217a42fe57c 718569
ef518fb73eda6f0be57cdc8080bf87a5c7ae97cb 579064
1ac82cc7eead4426d2392d1657c59c8c25df7ead 55451
cbe6ae7d507a9ea3276faf2ca3681b16ff4e3a81 365807
dfcd78146c77cbec09feeaf9c5eb4b40fc99ce93 849219
dd42bcd1ed7cfe9cd39f979cbea7840f77ee521e 266940
03e981b1baf3de4134bb112fb66f03fa42cbbb9c 361160
4c0fca3eeef5e734cd37ef49afccaddba88d33ac 425735
eed434c04add8f79daef5db0ccf859fb22a9f144 804111
b2487a04cc8aae6549ec48cd3beb45af44ed4e00 961123
ab35be080e86cc344d6cfb33b3bdfe3ccb94c4ef 188053
2c027b97be90b08b79dc62ecfcbaba79e65172fc 805682
8ed961ca6baeec12858fa6f5efaff96959a9ce23 720844
fa12b2eb1c1fbd41377689a2c6b43ce420507e9a 847044
ddd8bdf98cf68aaa6639fbf6f95923d56767ea04 633065
2d193e370d7bd3aec7cdaedb211bacdfa417b43d 70642
2dee6cc4e262be93f9f33ba2c8ebeb3fbaabdefd 490290
995a2a30cf36cd4efab6cf6cd043ba4de9b47d2a 363986
af27bda3bc84f1d18d55daa55b5fef0238cf9b7f 345284
206fdd159cae7fdb4697dc7ab2fecbff18a2ab31 255326
e1ae3af997a429a76acb1cd536de0577fbf35b8f 19779
cfd2e44cf0c2a88bfc95ee3d67befb1d5696da99 386718
e3b5cd99affdccfb753de29a88dcfcbdc336c5dc 3755
0a862b8e5bb37f027d641c9b41762b0f2757233d 152164
2383cc59ad2dda8b7edf2b50c74ebbadf2c0bb8e 444592
f336e05f47dac65707dba1ecd000bc86c8f0ac50 377452
5c0bd1de5dab1f878213077076feada552d9af53 520665
2b0ac9f79bff2297ff6f110df3c8dad853ab7bce 220837
END BLOCK

